time,ax,ay,az,atotal
7.061387062072754,0.57,-1.57,0.21,1.68
7.062582969665527,0.75,-0.84,0.61,1.28
7.06374716758728,0.94,-0.5,0.52,1.18
7.064887046813965,1.03,-0.2,0.76,1.29
7.06603217124939,1.4,-0.54,0.94,1.77
7.070645093917847,1.88,-1.12,0.71,2.3
7.071712970733643,1.88,-1.59,0.89,2.61
7.072880268096924,1.67,-1.81,1.28,2.77
7.074045181274414,1.51,-1.68,1.07,2.49
7.075205087661743,0.51,-0.54,0.59,0.94
7.07710599899292,-0.65,0.57,0.04,0.86
7.080295085906982,-1.14,1.12,-0.43,1.65
7.081918239593506,-1.46,1.76,-0.56,2.35
7.083086013793945,-1.79,2.21,-0.39,2.87
7.084252119064331,-1.92,2.37,0.04,3.05
7.08919620513916,-1.87,2.03,0.09,2.76
7.090360164642334,-1.56,0.91,-0.37,1.84
7.091529130935669,-0.71,0.27,-0.51,0.91
7.092706203460693,0.09,-0.19,-0.12,0.24
7.093869209289551,0.42,-0.56,0.19,0.72
7.095030069351196,0.17,-0.06,0.03,0.18
7.096222162246704,-0.28,0.28,-0.02,0.39
7.0973801612854,-0.31,0.34,-0.5,0.67
7.098988056182861,-0.37,0.57,-0.64,0.93
7.100164175033569,-0.29,0.42,-0.79,0.94
7.10467004776001,-0.29,0.19,0.0,0.34
7.1058549880981445,-0.36,0.17,0.11,0.41
7.107124090194702,-0.34,0.24,0.25,0.48
7.108212947845459,-0.24,0.24,0.27,0.43
7.1093971729278564,-0.2,0.25,0.41,0.52
7.110565185546875,-0.16,0.11,0.42,0.46
7.111721992492676,-0.14,0.26,0.35,0.45
7.112957000732422,-0.1,0.44,0.4,0.6
7.114130020141602,0.02,0.21,0.35,0.4
7.115286111831665,0.33,-0.22,0.36,0.53
7.120165109634399,0.6,-0.61,0.34,0.92
7.121332168579102,0.48,-0.89,0.53,1.14
7.122513294219971,0.15,-0.71,0.47,0.86
7.123679161071777,-0.12,-0.49,0.4,0.64
7.1248459815979,-0.04,-0.48,0.67,0.82
7.126026153564453,0.57,-0.58,0.45,0.92
7.127190113067627,0.56,-0.86,0.27,1.06
7.12834906578064,0.41,-0.54,0.31,0.74
7.1295411586761475,0.43,-0.18,-0.05,0.46
7.130701065063477,-0.12,0.77,-0.51,0.93
7.135650157928467,-0.46,0.55,0.07,0.72
7.1368021965026855,-0.32,0.02,0.02,0.32
7.137973070144653,-0.13,0.29,-0.01,0.31
7.139142036437988,0.25,-0.24,0.08,0.35
7.1403021812438965,-0.73,0.26,-0.33,0.84
7.141468048095703,-0.65,0.18,-0.85,1.08
7.142766952514648,-0.28,0.73,-0.28,0.83
7.144011974334717,-0.03,0.08,0.05,0.09
7.145185947418213,0.97,-1.18,0.67,1.66
7.146399021148682,0.91,-1.42,1.32,2.14
7.151336193084717,1.38,-1.32,0.03,1.9
7.152524948120117,0.85,-0.51,0.27,1.02
7.153761148452759,0.27,-0.22,0.91,0.97
7.154947280883789,-0.43,0.25,0.7,0.85
7.156128168106079,-1.03,0.91,-0.24,1.39
7.157296180725098,-1.31,1.4,-0.16,1.92
7.158457279205322,-0.98,0.86,-0.05,1.3
7.159642219543457,-0.42,0.36,-0.15,0.57
7.16081428527832,-0.12,-0.15,0.01,0.19
7.162013053894043,-0.06,-0.36,0.25,0.44
7.24977707862854,-0.23,-0.27,0.22,0.41
7.25225305557251,-0.58,0.04,0.26,0.63
7.255555152893066,-0.8,0.37,0.17,0.89
7.257652282714844,-1.68,0.96,-0.03,1.93
7.259766101837158,-4.51,1.98,1.64,5.19
7.262509107589722,-2.5,1.34,-1.32,3.12
7.264825105667114,2.45,-0.49,-0.58,2.56
7.2688751220703125,3.56,-2.15,0.26,4.16
7.271371126174927,3.71,-2.66,0.21,4.56
7.276483058929443,2.46,-2.59,1.33,3.81
7.3154191970825195,1.59,-1.56,0.9,2.4
7.318932056427002,0.56,-1.14,0.75,1.47
7.323021173477173,0.46,-1.39,0.57,1.57
7.336977958679199,1.04,-2.5,-0.31,2.72
7.346707105636597,1.39,-2.92,-0.51,3.27
7.362171173095703,1.46,-2.5,-0.51,2.93
7.374895095825195,1.31,-2.91,-0.19,3.19
7.379154205322266,0.49,-2.61,0.64,2.73
